173839,"A Week From Election Day, Democrats Have Many Paths To A Senate Majority",Left
173955,Democrats Look To Make Gains In State Legislatures,Left
173958,"GOP Hopes Rise In Battle For The Senate, But Democrats Still Have The Edge",Left
174021,Democrats Squeak Out Win In New Hampshire Senate; Will Pick Up Total Of 2 Seats,Left
174032,Republicans Keep Control Of The Senate As Democrats Largely Falter,Right
174146,"Obama: Democratic Party Needs To Reflect, 'Show Up Everywhere'",Left
174148,Bernie Sanders Calls For 'Fundamental Reassessment' Of Democratic Party,Left
174170,"Was Clinton Loss The Worst-Case Scenario For Democrats? No, Probably Not",Left
174552,Pelosi Overcomes Challenge To Win Re-Election As House Democratic Leader,Left
174800,No Government Shutdown: Senate Passes Funding Bill After Democrats Back Down,Right
175053,"Despite Partisan Rancor, Democrats And Republicans Can Agree On Dogs",Neutral
175068,"To Rehabilitate Democratic Party, Obama Plans To 'Coach' Young Talent ",Left
175259,4 Things Democrats Need To Do (Plus 1 They Shouldn't) To Rebuild In 2017,Left
175376,4 Questions Democrats Now Have To Grapple With,Right
175668,Democrats demand probe of Trump health nominee,Left
175876,Top U.S. Senate Democrat says Trump's nominees need 'thorough' vetting,Neutral
176251,Senate Democrats ask Trump attorney general pick to recuse himself from Russia probes,Neutral
176301,U.S. Senate Democratic leader attacks Trump's health pick on ethics charge,Left
176319,Democrats take aim at Mnuchin as confirmation hearing looms,Neutral
176599,California Senate confirms Democrat Becerra as attorney general,Left
176750,Democratic senators want AT&T to detail Time Warner deal benefits,Neutral
176951,Trump set to name U.S. high court pick as Democrats plan fight,Right
176990,"Senate Democrats delay committee votes on Sessions, Mnuchin, Price",Right
177381,Top Senate Democrat says has 'serious concerns' about court nominee Gorsuch,Neutral
177440,Sessions confirmed as U.S. attorney general after battle with Democrats,Right
177538,"Skepticism over Trump's 'wall' cost simmers among Democrats, border Republican",Left
177753,Top U.S. Senate Democrat wants probe into details surrounding Flynn resignation,Left
178275,Democrats pick Perez to lead party against Trump,Right
178361,"Democrats must overhaul party, attack big business, Sanders says",Right
178499,Senate Democrats seek Trump tax returns,Neutral
178552,"FBI holding back information on Russia probes, Democrat says",Neutral
178772,"Medical providers oppose Trump-backed health plan, Democrats take aim",Left
179067,Chile Christian Democrats pick senator for crowded presidential race,Left
179338,"Leading Republicans, Democrats reject Trump's Obama wiretap assertion",Neutral
179521,Democrats raise doubts about Trump's high court nominee Gorsuch,Right
179689,Democrats grill U.S. high court nominee over Trump concerns,Left
179765,Top Senate Democrat promises fight to block Trump high court pick,Left
179791,Democratic opposition to U.S. high court nominee grows,Right
179897,White House looks past conservatives on tax reform - to Democrats,Left
179959,More Democrats oppose Trump's U.S. Supreme Court pick,Left
180021,"Exclusive: As Democratic attorneys general target Trump, Republican AGs target them",Neutral
180119,More Democratic senators oppose Trump's U.S. Supreme Court pick,Neutral
180230,Top Senate Democrat says unlikely Trump court pick can clear procedural hurdle,Neutral
180313,Democrats amass support to force showdown over Trump Supreme Court pick,Left
180350,House Democrats expect to see intelligence documents soon,Neutral
180431,Senator talks all night as Democrats fight Trump court nominee,Left
180460,"Senate goes 'nuclear,' ends Democrats' blockade of Trump court pick",Right
180654,"In Georgia, a Democrat's 'Make Trump Furious' campaign rattles Republicans",Left
180693,Democrats face uphill fight if Trump gets second U.S. high court pick,Right
181337,Trump pressures Democrats on Obamacare to get border wall deal,Right
181416,Democratic state attorneys general decry student loan rework by Republicans,Left
181791,"Democrats dig in, delay against Dodd-Frank overhaul",Neutral
182049,Democrats criticize Senate's all-male healthcare group,Left
182062,U.S. Democratic senators seek probe into Icahn's biofuel credit dealings,Neutral
182347,Democrats in U.S. Senate try to slow Republican deregulation,Left
182405,U.S. Democrats try to force vote on independent Russia probe,Left
182415,Democratic attorneys general seek to intervene in Obamacare case,Neutral
182717,"Illinois Senate Democrats pass budget plan, hurdles seen in House",Neutral
183777,"U.S. attorney general dodges Trump questions, angering Democrats",Neutral
183880,Trump nominates Democrat Rosenworcel to serve again as FCC commissioner,Neutral
184104,Democrats protest Senate Republican healthcare secrecy,Left
184228,Democrats look to future after dispiriting loss in Georgia election,Right
185114,Democrats urge Obama to end roundup of Central American migrants,Left
185393,Sanders lashes out at Clinton in contentious Democratic debate,Neutral
185524,Senate Democrats block Syria refugee bill,Right
185596,Democrats to demand restructuring mechanism for Puerto Rico: letter,Left
185680,"Praising her experience, Obama boosts Clinton's pitch to Democratic voters",Left
185719,Democratic presidential candidates get chance for seventh debate,Neutral
185934,Pennsylvania Democrats raise concerns over CP's Norfolk Southern bid,Neutral
186891,Trump a 'monster' spawned by Republicans: Senate Democratic leader,Left
187028,"Flint becomes U.S. Democratic flash point, but residents want action",Neutral
187137,Ohio's 'dirty little secret': blue-collar Democrats for Trump,Right
187460,Democrat Sanders outraised Clinton in February: report,Neutral
187638,"U.S. Democrat Bernie Sanders wins Alaska, Washington, Hawaii caucuses",Neutral
188078,"Obama says Trump, Cruz doing Democrats a 'favor'",Left
188107,U.S. Democrat Clinton downplays chance of contested convention,Left
188970,Republican Trump's new finance chair previously donated to Democrats,Left
189216,White House defends deportations after Democratic complaints,Left
189247,Democrats chide Sanders after Nevada mutiny,Neutral
189353,Trump seizes on U.S. jobs report to target Democratic economic policies,Right
189355,Obama to Democrats: 'I want us to run scared' in election,Right
189431,Obama is 'fired up' for Clinton as Democrats seek to unify party,Left
189671,"Latest gun control bid falters in Congress, Democrat sit-in ends",Neutral
189792,U.S. House Republican gun bill draws the ire of Democrats,Right
189946,U.S. Democrats' infighting over trade pact puts Clinton in middle,Right
190163,Exclusive: Clinton campaign also hacked in attacks on Democrats,Right
190165,Democratic fund-raising group for Congress candidates confirms hack,Right
190166,Clinton leads Trump by 6 points after Democratic confab: Reuters/Ipsos poll,Neutral
190321,Democrats fear hackers targeted tight Florida races for latest data leaks,Left
190904,FBI probes hacks targeting phones of Democratic Party officials: sources,Left
191169,A new worry for Clinton: Trump's struggles may depress Democratic voter turnout,Right
191372,North Carolina Democrats win extension of voter registration deadline,Left
191853,"In battleground Florida, tough stance on felons may sap votes for Democrats",Right
191960,Democrats ask judge to sanction Republicans over Trump,Left
192219,Democrats sue Trump for alleged voter intimidation in four states,Left
192423,Democrats face growing concerns as White House race tightens,Right
192590,Democrats see FBI controversy hurting chances in U.S. Congress races,Right
192598,Democratic voter-intimidation cases falter in three U.S. states,Neutral
192983,"Trump win, Democratic setbacks cloud Pelosi's future as leader",Right
193147,Ohio congressman Ryan challenges Pelosi for House Democratic leader,Neutral
193454,Democrats search for answers to stem a spreading Republican tide,Right
193570,"Blue-collar Democrats to party: It's still the economy, stupid",Right
193938,"Mattis likely to become defense secretary, despite Democrats' concerns",Neutral
194127,North Carolina governor concedes election to Democratic opponent,Left
194373,"Macedonia's nationalists, Social Democrats, almost tied in parliamentary vote",Neutral
194611,Trump's Washington hotel a conflict of interest: Democratic lawmakers,Left
194789,North Carolina lawmakers pass curbs on incoming Democratic governor,Right
195056,Democrats lean on drug pricing as Obamacare repeal looms,Left
195491,Senate Republicans just introduced an Obamacare repeal plan Democrats can't stop,Right
195531,"A guide to rebuilding the Democratic Party, from the ground up",Left
195608,Democrats are holding a late-night pep rally for Obamacare,Left
195651,"Democrats should write their own ""terrific"" Obamacare replacement",Left
195654,"Trump's team defends Jeff Sessions by citing a story accusing ""black Democrats"" of voter fraud",Neutral
195669,The Obamacare fight is showing how Bernie Sanders has embraced the Democratic Party,Left
195798,"Keith Ellison on his DNC vision, the Democrats' down-ballot collapse, and identity politics",Right
195895,Senate Democrats have a $1 trillion infrastructure plan — and it's very different from Trump's,Neutral
195940,Democrats are putting up a tougher fight than liberals realize,Left
195997,A Senate Democrat just vowed to filibuster Donald Trump's Supreme Court pick,Left
195998,Senate phone lines are flooded with callers opposing Betsy DeVos. Only Democrats are listening.,Left
196466,The key question of the DNC race: how broken is the Democratic Party?,Right
196558,Democrats had a bold response to Trump's speech. It was the Spanish version.,Left
196569,"Just one Senate Democrat applauded Trump's call to ""make America great""",Right
196602,Trump has responded to the Russia scandal by trolling congressional Democrats on Twitter,Left
196684,"Amazon's ""democratic"" TV development process may have a sexist loophole",Neutral
196869,Senate Democrats are threatening a government shutdown over Trump's border wall,Right
196948,Nancy Pelosi was right: Democrats had to pass the bill so people could find out what's in it,Right
197012,Democrats will try to filibuster Neil Gorsuch. And the filibuster might not survive intact.,Neutral
197162,Paul Ryan doesn't want to work with Democrats on health care. They're running out of options.,Left
197262,Senate Democrats have the votes to filibuster Neil Gorsuch,Neutral
197296,The real reasons Trump can't work with Democrats,Right
197434,Democrats are acting like a bunch of cowards: Trump's Syria strike opens a rift on the left,Right
197437,Syria strike reactions: what top Republicans and Democrats in Congress are saying,Neutral
197640,The GOP won this Kansas district by 31 points. Democrats think they can turn it blue.,Left
197693,Kansas special election: a Democrat came surprisingly close to an upset in a deep-red district,Left
197775,What the astonishingly close race in Kansas is — and isn't — teaching Democrats in Washington,Right
197776,Few Democratic voters back Syria bombings. So why do so many Democrats in Congress?,Right
197917,"Democrats are being pressured to support a ""bipartisan"" carbon tax bargain no Republicans support",Left
197921,"Democrats' weapons in Georgia's election: $8 million, Samuel L. Jackson, and Trump",Left
197954,The new Democrat argument on tax reform will be a tough one for Trump to deal with,Left
197959,Gerrymandering means Democrats are playing a rigged game — in Georgia and everywhere else,Right
197990,"The Democratic Party's messaging rift, in one short video",Right
198000,A top Clinton aide believes Democrats' best hope still lies with wealthy suburbanites,Left
198073,The Georgia law that could suppress Democratic turnout in Jon Ossoff's special election,Left
198320,Senate Democrats embrace a $15 minimum wage — which they once called hopelessly radical,Left
198364,Trump has driven Democrats in Congress to renew the push for an anti-bullying law,Neutral
198721,This is what makes Republicans and Democrats so different,Neutral
198731,Democrats are in more trouble than they think. And changing demographics won't save them.,Right
198773,"Democratic debate 2016: start time, schedule, and what to expect",Neutral
198792,3 winners and 2 losers from Sunday night's Democratic presidential debate,Neutral
198860,Hillary Clinton's odd new Sanders attack shows the Democrats are a mess on foreign policy,Right
198872,It's time for Democratic primary voters to focus on what they're hiring a president to do,Left
199047,MSNBC Democratic debate transcript: 7 key moments,Neutral
199054,2 winners and 3 losers from Thursday night's Democratic debate,Neutral
199073,DNC chair jokes about Republicans having a weekend debate —  after Democrats did the same,Right
199089,I saw a Marco Rubio town hall in New Hampshire that should terrify Democrats,Right
199138,What are Democratic superdelegates? A cartoon explainer.,Neutral
199141,3 winners and 3 losers from Thursday night's Democratic debate,Neutral
199189,Hillary Clinton's emotional call on Democrats to take systemic racism seriously,Left
199208,Top Democratic economists don't think much of Bernienomics. He doesn't care.,Right
199291,Have top Democrats given up too soon on boosting economic growth?,Right
199296,This searing cartoon perfectly explains how white Democrats are playing the race card,Neutral
199322,South Carolina Democratic primary results 2016: an overwhelming win for Clinton,Left
199358,Hillary Clinton wins Virginia Democratic primary,Left
199364,Super Tuesday results 2016: how states voted in the Republican and Democratic primaries,Neutral
199367,The head of the Democratic Party is trying to weaken Sen. Warren's consumer protection agency,Neutral
199381,Why House Democrats think Donald Trump can deliver them big gains,Left
199410,There have now been seven Democratic debates. None have asked about abortion.,Neutral
199412,3 winners and 2 losers from the Democratic debate in Flint,Neutral
199456,2 winners and 3 losers from the Univision Democratic debate,Neutral
199471,Democrats' best choice for 2016 is the guy already in the White House,Neutral
199559,The difference between the Republican and Democratic parties has never been clearer,Neutral
199586,Why experts think Trump could hand Democrats a House majority,Left
199797,2 political scientists have found a key reason Republicans and Democrats see politics so differently,Neutral
199926,Some Democrats think Obama is too liberal. They're supporting Bernie Sanders.,Right
199975,2 winners and 3 losers of Thursday's Democratic primary debate,Neutral
200049,Bernie Sanders is (still) the future of the Democratic Party,Left
200076,The 2016 Democratic primary has been unusually substantive and low-key,Neutral
200176,House Democrats won't say they think they have a shot at a majority — is that a huge mistake?,Right
200188,"The state of the Democratic race, explained",Neutral
200238,The real obstacle to voter turnout in Democratic primaries: caucuses,Neutral
200391,Congressional Democrats who get reelected on rainy days become more conservative,Right
200432,Why Democrats increasingly think Donald Trump can deliver them a Senate landslide,Left
200447,Reality check: Bernie Sanders has lost the race for the Democratic nomination,Right
200462,Bernie Sanders can't denounce his supporters. They're his leverage against the Democrats.,Right
200501,Bruenighazi: how a feisty Bernie blogger's firing explains Democratic politics in 2016,Neutral
200534,"How Bernie Sanders is using the ""platform committee"" to change the Democratic Party from within",Left
200729,5 legacies: how Bernie Sanders changed 2016 — and the Democratic Party,Neutral
200739,Hillary Clinton has won the Democratic presidential nomination,Left
200760,Political scientist: Bernie isn't the future of the Democratic Party. Barack Obama is.,Neutral
200922,Why Democrats are excited about today's votes on doomed gun control bills,Left
200949,Democrats took over the House floor to demand a vote on guns. They even shouted down Paul Ryan.,Left
200969,88 people were shot during the House Democrats' gun control sit-in,Right
201027,"Bernie Sanders's fight over the Democratic convention's platform, explained",Neutral
201364,Postcard from Earth-2: Democrats kick off convention with Gillibrand 15 points ahead of Trump,Neutral
201368,4 winners and 2 losers from the second night of the Democratic National Convention,Neutral
201373,"Bill Clinton is still a star, but today's Democrats are dramatically more liberal than his party",Left
201383,3 winners and 4 losers from the third night of the Democratic National Convention,Neutral
201384,Obama's Democratic convention speech showed he knows his legacy is on the line,Right
201387,"Tim Kaine's DNC speech was about making Democrats, not the GOP, the party of moral values",Left
201401,Democrats have stolen the GOP's best rhetoric — and Republicans have noticed,Neutral
201410,This election isn't just Democrat vs. Republican. It's normal vs. abnormal.,Neutral
201411,4 winners and 3 losers from the final night of the Democratic National Convention,Neutral
201421,Republicans and Democrats think their states are great for totally different reasons,Neutral
201488,"Democrats are losing to Republicans at the state level, and badly. Here's why.",Left
201711,Democrats have a secret plan to win red states without moving to the center,Left
201791,Democrats are currently on track to retake the Senate,Left
201907,Democrats really might have a shot at taking the House. Here's the math.,Left
202016,The Dallas Morning News just endorsed a Democrat for president for the first time since 1940,Left
202170,How panicked should Democrats be about Donald Trump's poll surge? We asked 8 experts.,Right
202249,Clinton's real millennial problem: young Americans are less loyal to Democrats,Right
202468,Is your doctor Republican or Democrat? The answer can impact your health.,Neutral
202484,Author explains why Democrats will struggle to win the House until 2030,Right
202531,A Trump collapse could give Democrats back the House. Here's the math.,Left
202576,The Obamacare problem that Democrats don't want to talk about,Right
202595,The math says Democrats have little shot at the House. Donald Trump suggests otherwise.,Right
202958,"Can Democrats retake Congress? Here's the math — and for Nancy Pelosi, it's grim.",Right
202971,"The simple reason black early voting is down, and why it shouldn't worry Democrats too much",Left
203074,The whole Democratic Party is now a smoking pile of rubble,Right
203093,The Democratic Party is facing a leadership vacuum,Right
203186,Why Bernie Sanders backed one of Wall Street's favorite senators to lead Democrats,Left
203197,"House Democrats' coming leadership fight, explained",Right
203208,Tim Ryan is going to challenge Nancy Pelosi to lead House Democrats,Neutral
203299,Democrats won the most votes in the election. They should act like it.,Left
203306,Why House Democrats can't quit Nancy Pelosi,Left
203328,Bernie Sanders — and many Democrats — keep confusing identity politics with tokenism,Right
203390,Will economic populism lead Democrats to victory? Senate results should make us skeptical.,Left
203436,Nancy Pelosi's victory shows House Democrats don't think they need to change to win,Left
203608,Democrats are mounting a last-ditch effort to win Louisiana's Senate seat,Left
203615,CIA report: Russia hacked the Democrats to help Trump,Left
203651,A pollster on the racial panic Obama's presidency triggered — and what Democrats must do now,Neutral
203681,The real reason Trump's denial that Russia hacked Democrats' emails is so worrying,Left
203691,Democrats fear the DNC race will become a rehash of the Bernie vs. Hillary fight,Neutral
203826,"Hillary Clinton's loss in Michigan, explained by the last Democrat to win in Michigan",Right
203910,"Elite donors push Democrats left on climate and immigration, but right on taxes",Neutral
204061,Why the Democrats' 2017 comeback dream is like nothing we've seen before,Left
204086,Here are the eight Trump Cabinet picks Democrats plan to target,Right
204210,"Democrats seek to delay confirmation hearing for Betsy DeVos, citing unfinished ethics review",Right
204240,McConnell: Democrats need to 'grow up' and let Trump nominees get confirmed,Right
204267,"As Trump shakes them up with tweets, Democrats are flummoxed",Right
204276,Senate Democrats try to re-create House sit-in buzz in Obamacare protest,Left
204330,Democrats to force tough votes in Obamacare 'Vote-a-rama',Neutral
204450,Some Democrats are criticizing John Lewis's 'legitimate' jab at Trump. That means it worked.,Neutral
204451,More than 30 Democratic lawmakers now skipping Trump's inauguration,Right
204483,What Democrats must avoid in fighting back against Trump,Left
204484,Can Democrats learn to fight fire with fire?,Left
204595,"Democrats reject her, but they helped pave the road to education nominee DeVos",Right
204651,"Democrats request another hearing for DeVos, Trump's education pick, before confirmation vote",Neutral
204687,Trump's voter fraud claims undermine the democratic process and his presidency,Left
204696,Politically illiterate Democratic celebrities continue to embarrass themselves,Right
204720,The case for 'giving Trump a chance' is dead. Too many Democrats are still holding back.,Left
204750,Sen. Franken: No Democrat will vote for Betsy DeVos as education secretary — and we're seeking Republicans to oppose her,Left
204803,Senate Democrats have the power to stop Trump. All they have to do is use it.,Left
204824,Democrats will attempt to rescind Trump's travel ban,Left
204850,"Democrats boycott confirmation hearings for Price and Mnuchin, blocking votes",Right
204859,Why Democrats should filibuster Trump's Supreme Court nominee — no matter who it is,Left
204874,Democratic leaders — and Trump — aren't making it easy to build bipartisan support for Gorsuch,Neutral
204875,Democrats are in real danger of overplaying their hand right now,Right
204887,The Democrats are babbling and discouraged,Right
204910,GOP pushes a third Cabinet nominee toward confirmation without Democratic votes,Right
204915,Fighting Gorsuch is hopeless. Democrats should do it anyway.,Neutral
204976,Democrats have no quick fixes in their bid to regain ground lost,Right
205017,Virtually all Senate Democrats poised to vote against remaining Cabinet picks,Neutral
205023,Democrats will press Trump's Supreme Court pick about attacks on the judiciary,Left
205066,Democrats — and Gorsuch — must counter Trump's attacks on the judiciary,Left
205069,'This is not overâ€™: Muzzled Elizabeth Warren calls on Democrats to stay in the fight,Left
205136,"A gift and a challenge for Democrats: A restive, active and aggressive base",Left
205241,Senate Democrats unify around congressional probe of Trump ties to Russia,Left
205251,Just resisting Trump won't do enough for Democrats,Right
205366,Even a Democratic congressman has to answer for Trump,Neutral
205425,Why demographics weren't — and won't be — destiny for Democrats,Left
205493,Thomas Perez elected the first Latino leader of Democratic Party,Left
205660,President Trump's blaming the Democrats for Cabinet delays that are normal — and his own fault,Left
205716,Pelosi punts on Democrat's joke about Kellyanne Conway looking 'familiar' kneeling on White House couch,Right
205766,Democrats demanding a special prosecutor should be careful what they wish for,Left
205792,Democrats are holding up one of Trump's best appointees,Left
205868,GOP's Darrell Issa represents a clear test for anti-Trump Democrats trying for electoral gains in 2018,Right
205919,Senate Democrats prepare for spring battle over Trump's border wall,Left
206099,Supreme Court nominee Neil Gorsuch's first day of hearings featured glowing assessments from Republicans and vows of scrutiny from Democrats,Right
206123,Gorsuch promises independence from Trump — and steals Democrats' line of attack,Left
206152,Democrats should make a deal on Gorsuch,Left
206153,"Democrats continue to press Gorsuch for answers, but Republicansâ€™ confidence of confirmation grows",Right
206173,Schumer: Democrats will filibuster Gorsuch nomination,Left
206318,Trump now says he wants to work with Democrats — but it may already be too late,Neutral
206331,Hill Republicans trying to avert a shutdown need Democrats — and Trump,Neutral
